iter	Logloss
291	0.4951922107
292	0.49495928
293	0.4944500179
294	0.4939977979
295	0.4938254025
296	0.4932205607
297	0.4926889193
298	0.4921142846
299	0.4915869395
300	0.4912681775
301	0.4910375476
302	0.4904914343
303	0.4900336534
304	0.4898135916
305	0.4895064544
306	0.4891026791
307	0.4887448943
308	0.4880111906
309	0.4877040072
310	0.4874161196
311	0.4869198872
312	0.4864766153
313	0.4858338752
314	0.4850916252
315	0.4848759007
316	0.4843090266
317	0.4837770515
318	0.4834871214
319	0.4832133481
320	0.482629232
321	0.4822823935
322	0.4819603927
323	0.4814393024
324	0.4810825716
325	0.4805940144
326	0.4801780345
327	0.479994364
328	0.4796837489
329	0.479321461
330	0.478720604
331	0.4780997726
332	0.4777805362
333	0.4775698559
334	0.4768770281
335	0.4765858032
336	0.4763972897
337	0.4759209815
338	0.4752783095
339	0.4746834162
340	0.474148459
341	0.4737432623
342	0.4730151047
343	0.4725252607
344	0.4721110253
345	0.4718022496
346	0.4714877847
347	0.4709139854
348	0.4701751145
349	0.4698448294
350	0.4693045848
351	0.4688105183
352	0.4684727151
353	0.4680758517
354	0.4676434761
355	0.4672634058
356	0.4669033137
357	0.4663887496
358	0.4655948843
359	0.4651641342
360	0.4645980165
361	0.4643738375
362	0.4639102323
363	0.4635940174
364	0.4631612401
365	0.4621784502
366	0.461767009
367	0.4615227094
368	0.4610569274
369	0.4607251346
370	0.4601179486
371	0.4597419027
372	0.4593911408
373	0.4588720529
374	0.4584847705
375	0.4578535574
376	0.4575168155
377	0.4571547304
378	0.4568075021
379	0.4565457711
380	0.4563059134
381	0.4560101099
382	0.4555776573
383	0.455097703
384	0.4547877971
385	0.4543726847
386	0.4540755066
387	0.4536355294
388	0.4526733613
389	0.4523537715
390	0.452299419
391	0.4518251157
392	0.4513888773
393	0.4510329568
394	0.4507332152
395	0.4503369264
396	0.4498290454
397	0.4495812235
398	0.4493188602
399	0.4490828086
400	0.4487413908
401	0.4483024016
402	0.447978914
403	0.4477262263
404	0.4476390463
405	0.4473647303
406	0.4467133458
407	0.446347278
408	0.4460923299
409	0.4456716672
410	0.4453621072
411	0.4445606424
412	0.4439497904
413	0.4434841496
414	0.4432356344
415	0.4428488086
416	0.442319579
417	0.441832199
418	0.4414155883
419	0.4410670137
420	0.4405971798
421	0.4395360195
422	0.4391954891
423	0.4385384785
424	0.4380715684
425	0.4375664774
426	0.4372745112
427	0.4367135015
428	0.4364652332
429	0.4360444475
430	0.4357798266
431	0.4353629318
432	0.4351855878
433	0.43468633
434	0.4344258257
435	0.4340210908
436	0.433527867
437	0.4332059526
438	0.4329500203
439	0.4325923327
440	0.4320616993
441	0.4313200451
442	0.4306100586
443	0.4299904896
444	0.4297535599
445	0.4295851397
446	0.4292862307
447	0.4289140785
448	0.4286820772
449	0.4283994183
450	0.427970838
451	0.4273647404
452	0.4270731455
453	0.4266347014
454	0.4261788981
455	0.4257602191
456	0.4250617027
457	0.4245596322
458	0.4238867058
459	0.4236416343
460	0.4232752973
461	0.4229613711
462	0.4223635307
463	0.4218905876
464	0.4216438335
465	0.420964466
466	0.4206639006
467	0.4198869965
468	0.4195389973
469	0.4193096805
470	0.4189782404
471	0.4187725338
472	0.4183175809
473	0.4180524862
474	0.4178627573
475	0.417342274
476	0.4170268624
477	0.4164976021
478	0.416328967
479	0.415700734
480	0.4153869042
481	0.4150546966
482	0.4147772991
483	0.4145403642
484	0.4140022691
485	0.4134277159
486	0.4132845519
487	0.4129571329
488	0.412649301
489	0.4122682208
490	0.4120862295
491	0.4116976881
492	0.4111981647
493	0.4107480481
494	0.4105400558
495	0.4103186264
496	0.4100163329
497	0.4098676982
498	0.409354285
499	0.4090379153
500	0.4087193409
501	0.408482072
502	0.4081197915
503	0.4077832762
504	0.4073425877
505	0.4069131757
506	0.4063529614
507	0.4058386648
508	0.4056684932
509	0.4054348928
510	0.404984478
511	0.4043670502
512	0.4042435644
513	0.4039618955
514	0.4036300826
515	0.4034656698
516	0.4033143112
517	0.402902894
518	0.4024802767
519	0.40198342
520	0.4013764895
521	0.4010894903
522	0.4005835379
523	0.4002282353
524	0.3998336073
525	0.3992408318
526	0.3987111107
527	0.398133594
528	0.3975601684
529	0.3969963632
530	0.3968834758
531	0.3966167041
532	0.3963521307
533	0.395960532
534	0.3955663206
535	0.3953986809
536	0.3952185866
537	0.3950516835
538	0.3949369139
539	0.3945260047
540	0.3940131328
541	0.3939356582
542	0.393645184
543	0.3931249377
544	0.3928284724
545	0.3925756897
546	0.3923428416
547	0.3920411219
548	0.3917561672
549	0.3912572117
550	0.3909510501
551	0.3907161057
552	0.3902523796
553	0.3899189039
554	0.3894702869
555	0.3890592465
556	0.3887869123
557	0.3881106687
558	0.3878291329
559	0.3875656342
560	0.387304276
561	0.3869270659
562	0.3865374708
563	0.3862544581
564	0.3859060673
565	0.3853397875
566	0.3850723649
567	0.384750626
568	0.3845338631
569	0.384347969
570	0.3838082677
571	0.3833924318
572	0.3831086904
573	0.3827883876
574	0.3823836405
575	0.3821359085
576	0.381796142
577	0.381658249
578	0.3812424645
579	0.3810168341
580	0.3807965349
581	0.3802590318
582	0.3797655372
583	0.379560919
584	0.3793329996
585	0.3789109182
586	0.3784157147
587	0.3781745191
588	0.3779539442
589	0.3773630561
590	0.3768926026
591	0.3766838644
592	0.3763270408
593	0.3761093342
594	0.3757774608
595	0.3754685062
596	0.3750622282
597	0.3746424711
598	0.374384392
599	0.374154963
600	0.3738577864
601	0.3734306918
602	0.3732860138
603	0.373105995
604	0.3727787541
605	0.372405397
606	0.3719985212
607	0.3716240478
608	0.371393001
609	0.3709952214
610	0.3708294977
611	0.3706955909
612	0.3704506736
613	0.3700531848
614	0.3694003189
615	0.3690598475
616	0.3688037432
617	0.3685434168
618	0.3684079569
619	0.3680014469
620	0.3675627613
621	0.3672007244
622	0.3669713493
623	0.3664991176
624	0.3661657049
625	0.3658312727
626	0.3656217867
627	0.3652441963
628	0.3648971674
629	0.3646646751
630	0.3645624889
631	0.3642659698
632	0.3640596502
633	0.3636858738
634	0.3634684914
635	0.3632084267
636	0.3628298392
637	0.3624384407
638	0.3621252417
639	0.361729254
640	0.3614070163
641	0.3609205561
642	0.3603531934
643	0.3598509996
644	0.359466369
645	0.3590652713
646	0.3588269101
647	0.3586544895
648	0.3585288499
649	0.3581989778
650	0.3579093334
651	0.3575988338
652	0.3571466165
653	0.3568492013
654	0.3565662626
655	0.3562646824
656	0.3560093455
657	0.3558140732
658	0.3556018739
659	0.3550158731
660	0.3547457188
661	0.3546283066
662	0.3542665572
663	0.3537450184
664	0.3536657172
665	0.3535477725
666	0.3533193641
667	0.352949364
668	0.3527799635
669	0.3523568387
670	0.3519623479
671	0.3517234151
672	0.3514159499
673	0.3512215648
674	0.3508649799
675	0.3506787095
676	0.3502737479
677	0.3499784383
678	0.3497847606
679	0.3495149123
680	0.3494212493
681	0.3489233055
682	0.3484866497
683	0.3481925376
684	0.3479709744
685	0.3477099511
686	0.3475158852
687	0.3470987314
688	0.3465140695
689	0.3460844106
690	0.345768437
691	0.3453844929
692	0.345047021
693	0.3448136693
694	0.3446126531
695	0.3444499725
696	0.3440093751
697	0.343601193
698	0.3434481454
699	0.3433543611
700	0.3431754344
701	0.342958348
702	0.3426949428
703	0.3423594101
704	0.3421015117
705	0.3419899928
706	0.341599967
707	0.341365838
708	0.341113717
709	0.3408731684
710	0.3404484823
711	0.3400769189
712	0.339893141
713	0.3394984711
714	0.3392448174
715	0.3388157651
716	0.3384826901
717	0.3381469999
718	0.3379991254
719	0.3378020969
720	0.3375402291
721	0.3372027588
722	0.336893772
723	0.3366864455
724	0.3365314382
725	0.3361364539
726	0.3358870542
727	0.3357175016
728	0.3355236904
729	0.3354121115
730	0.3349477002
731	0.3343878976
732	0.334125966
733	0.3339306291
734	0.3334997554
735	0.33311038
736	0.3326249523
737	0.3325130876
738	0.3322575977
739	0.3318080848
740	0.3316320005
741	0.331374579
742	0.3310555264
743	0.3307632359
744	0.3304637506
745	0.3300397877
746	0.329912138
747	0.3297719236
748	0.3294446259
749	0.3289706226
750	0.3287377605
751	0.3284786963
752	0.3281869423
753	0.3275590173
754	0.3272033087
755	0.3268238877
756	0.3264362703
757	0.3262104805
758	0.3259661583
759	0.3255844005
760	0.325451908
761	0.3252856361
762	0.324905856
763	0.324613611
764	0.3244477538
765	0.3241991921
766	0.3240791077
767	0.3237922349
768	0.323555409
769	0.3231495792
770	0.3228980163
771	0.3225720484
772	0.322157494
773	0.3218835511
774	0.3217446438
775	0.3215379237
776	0.3212350605
777	0.3209931081
778	0.3206650447
779	0.3203770172
780	0.3199513953
781	0.3197941362
782	0.3194857103
783	0.3193509336
784	0.318976509
785	0.3185574023
786	0.3183103924
787	0.3178947282
788	0.3175923483
789	0.3174251091
790	0.3170161424
791	0.3164140707
792	0.3160589112
793	0.3158376922
794	0.3155629338
795	0.3154171224
796	0.3150157984
797	0.3146604067
798	0.3143796951
799	0.3141752851
800	0.3138540721
801	0.3136286509
802	0.3135455656
803	0.3132705192
804	0.3129624461
805	0.3128383578
806	0.3126465317
807	0.3123347937
808	0.3121354754
809	0.3119416688
810	0.3117645094
811	0.3114473772
812	0.3110964959
813	0.3107695407
814	0.3103685553
815	0.3102308713
816	0.3098187219
817	0.3096159845
818	0.3093357796
819	0.3091496319
820	0.3088939957
821	0.3085273056
822	0.3082773361
823	0.3079378955
824	0.3077560938
825	0.30755102
826	0.3072255514
827	0.307019534
828	0.3067251782
829	0.3064281792
830	0.3061413322
831	0.3059213574
832	0.3056807538
833	0.3053918784
834	0.3050291463
835	0.3047817351
836	0.3045494719
837	0.3043412945
838	0.3039766983
839	0.3036325873
840	0.3033876328
841	0.3033133162
842	0.3030009411
843	0.3028521772
844	0.3026231696
845	0.3024017443
846	0.3020340212
847	0.3017603259
848	0.3015386279
849	0.3012148032
850	0.3008155803
851	0.3005886422
852	0.3003712222
853	0.3001159561
854	0.2999016373
855	0.2996662406
856	0.299432343
857	0.2992289621
858	0.2989982394
859	0.2987171487
860	0.2983950788
861	0.2982220398
862	0.2980697573
863	0.2977837316
864	0.2976076374
865	0.2972982793
866	0.2971137742
867	0.296933392
868	0.2966881877
869	0.2965271145
870	0.2962277191
871	0.2959285321
872	0.2955626342
873	0.295324103
874	0.2951141636
875	0.2948993518
876	0.2946466339
877	0.2945775298
878	0.294325197
879	0.2939356217
880	0.2937433317
881	0.293562095
882	0.2931660837
883	0.2929591014
884	0.2926226834
885	0.2923644739
886	0.2920447421
887	0.2916983682
888	0.2915186952
889	0.2910861675
890	0.2907066019
891	0.2903150617
892	0.290073329
893	0.2897166203
894	0.2895140668
895	0.2894006837
896	0.2892348346
897	0.2890103625
898	0.2887604103
899	0.2885377424
900	0.2883910056
901	0.287920783
902	0.2877759215
903	0.2876271095
904	0.2873827662
905	0.2870403338
906	0.2869536958
907	0.2866922034
908	0.286278079
909	0.286101869
910	0.2857720374
911	0.28556485
912	0.2852396726
913	0.2848882239
914	0.2847203052
915	0.2845247995
916	0.2844132444
917	0.2842845887
918	0.2839540405
919	0.2835655458
920	0.2833439124
921	0.2830471847
922	0.2828235258
923	0.2825512473
924	0.2823443218
925	0.2820578036
926	0.281771254
927	0.2816575826
928	0.2814056514
929	0.2812829717
930	0.2810364272
931	0.2806973082
932	0.2804271963
933	0.2802696553
934	0.279979171
935	0.2798622366
936	0.2796336789
937	0.2793870991
938	0.2792426324
939	0.2791115424
940	0.278688222
941	0.2784179588
942	0.2779893029
943	0.2777986068
944	0.2775498886
945	0.2773186738
946	0.2770146756
947	0.2768260598
948	0.2764888329
949	0.276312718
950	0.2762254994
951	0.2760043283
952	0.2757580977
953	0.2752693511
954	0.2749841691
955	0.274810503
956	0.274615248
957	0.274133917
958	0.2738612648
959	0.2736275099
960	0.2732699064
961	0.2731324029
962	0.2729059086
963	0.272774681
964	0.272510244
965	0.2722071483
966	0.2719233846
967	0.2716387243
968	0.2713663246
969	0.2711116186
970	0.2708129052
971	0.270501765
972	0.2702706661
973	0.2699210261
974	0.2696915229
975	0.2692664373
976	0.2689748957
977	0.2687018728
978	0.2684159357
979	0.2682864393
980	0.2679957995
981	0.2678819725
982	0.2675578757
983	0.2672859713
984	0.2671059767
985	0.266750649
986	0.2664748085
987	0.2661086741
988	0.2658838119
989	0.2655670743
990	0.265256685
991	0.2649963162
992	0.2647942612
993	0.2644493244
994	0.2642870836
995	0.2638707638
996	0.2636737368
997	0.2633673637
998	0.2631611739
999	0.2629801555
